32 60
3 0.608686 1 1.543104 0.516961 -0.479302 0.472015 -0.378684 -0.721677 -0.228205 0.385823 -0.172519 1.363555 -0.313526 -0.001870 0.456218 0.416549 -1.836689 0.640906 -1.199406 -0.952589 0.875523 -1.127147 -0.492225 1.502736 -0.395485 -0.760278 -0.600338 -0.214880 0.186100 -0.173979 -0.266901 0.763610 -0.747285 1.939886 2.610397 1.357111 0.152060 1.277546 0.274733 -0.343667 0.362327 1.247439 0.637904 2.387311 0.430974 0.672480 1.385816 1.113717 -1.471251 1.377345 -1.739830 -1.668378 0.678244 -1.660136 -0.936051 1.462200 -0.951794 -1.162337 -1.029554 -0.665416 -0.116351 -0.539720 -0.823791 0.395602 -1.431051 1.922530
3 0.369661 1 -1.193680 -1.134101 -2.110246 2.599499 -3.215934 -0.551230 0.752066 -1.190569 2.295582 -0.638619 0.745956 -0.820938 0.156512 0.977539 0.408359 0.258194 -2.822547 -1.134822 0.833491 1.289325 -0.388475 0.801780 -1.329204 0.543528 2.505708 2.882282 0.931537 3.150335 -2.653583 -1.086303 0.121024 -0.982468 -0.576402 -0.767062 -1.644642 3.756966 -3.101363 0.205573 1.606097 -0.793044 3.454608 -0.000615 1.521268 -0.225804 0.914595 1.988203 1.265571 1.026372 -3.750032 -1.722980 0.681265 1.260518 -0.871701 0.698945 -1.942940 0.300624 2.823271 3.102133 0.619715 3.502592 -3.465483 -1.510013 -0.121776 -1.401055
3 0.277647 0 -0.500862 -0.862014 -0.300744 4.119399 -1.701492 1.866889 1.228793 -2.879674 -2.662225 -0.960433 -0.790239 1.574251 0.115443 -1.599109 0.005602 0.021748 2.421831 2.722074 0.326458 0.949658 -3.693563 0.496834 2.339189 1.540287 -1.974379 0.343398 -1.629749 -1.119638 -0.040372 1.628089 -1.060557 0.075108 0.137735 -0.219458 0.384798 5.705813 -1.279282 3.020764 2.257380 -2.688584 -2.482335 -0.347661 -0.175432 2.620025 0.910955 -1.156122 0.755165 0.724968 2.577626 2.926325 -0.055721 0.846491 -4.746778 0.218253 2.440097 1.486317 -2.712397 0.091876 -2.312853 -1.721008 -0.345984 1.593097 -1.653177 -0.317916
1 0.213012 1 -1.702655 -3.282392 -1.373731 -0.267028 4.846208 3.484165 2.824872 1.702586 -0.586116 -2.405933 1.092826 -1.245929 -0.353387 -0.564797 3.710818 1.622089 -0.885868 2.413106 -0.135878 -0.634998 -0.273260 -2.914715 -1.005380 -1.876409 -2.043618 -0.798121 0.077737 2.864602 -0.813148 -0.421810 -0.365989 -0.687847 -1.189199 -3.183324 -1.019064 0.444400 6.167512 4.671822 3.980125 2.792784 0.161672 -2.006547 2.145205 -0.482135 0.309725 0.076945 5.048906 2.690941 -1.328302 2.404339 -0.453937 -1.108244 -0.710419 -3.573210 -1.553387 -2.412686 -2.854908 -1.209258 -0.360396 2.842249 -1.294267 -0.661267 -0.825619 -1.086106
2 0.583794 1 -0.595989 1.013841 -0.584638 -0.162021 -0.400595 -0.102138 0.362998 1.693286 0.972252 -2.209742 0.061300 1.813564 -1.013167 -1.273314 -0.912316 1.102021 -0.164193 -0.314705 2.566796 0.514806 -0.433445 -0.163748 0.120312 -0.079632 -0.330912 -0.132498 -0.649454 -0.558402 0.196935 -1.101075 0.512985 0.250889 0.306619 1.655312 0.245331 0.782874 0.351151 0.538200 0.993977 2.243325 1.660810 -1.326352 0.571609 2.419774 -0.211113 -0.466779 -0.244648 1.710182 -0.583973 -0.554798 2.039979 0.049652 -0.808755 -0.415245 -0.145769 -0.411265 -0.636815 -0.486668 -0.867482 -0.916438 -0.051190 -1.471022 -0.056209 -0.254975
2 0.500589 0 -0.462886 1.339062 0.555233 0.314395 -0.419214 0.525062 1.918821 1.217484 -2.070568 0.018582 0.031572 -0.369756 1.556071 -1.050791 0.235697 0.419670 0.556918 -1.015233 0.172154 -0.655657 -1.282022 -0.440245 0.392374 0.399426 0.098719 -0.841940 -0.013827 -0.998548 0.683737 -1.510972 -0.359136 1.055822 0.348445 1.937904 1.284786 1.056285 0.318927 1.190842 2.502870 1.845972 -1.171033 0.791508 0.783046 0.385508 2.186312 -0.254676 0.949664 1.133900 0.146242 -1.298037 -0.226525 -0.946697 -1.550539 -0.719178 0.013499 -0.004620 -0.307360 -1.101070 -0.350879 -1.286952 0.257325 -1.767554 -0.716749 0.628310
3 0.370139 1 -0.022394 0.297371 0.888538 0.550354 0.535072 0.481467 -1.436079 1.313297 0.331866 -1.349614 2.228728 0.604587 1.741697 -0.332231 -1.024121 -0.857170 1.116594 1.795584 0.883923 -0.810866 -1.613925 -0.774266 -0.919983 0.139081 -1.719735 -2.144515 0.272254 -1.108982 -0.955300 0.913704 -0.340412 1.315478 0.713310 1.000662 1.855409 1.520498 1.324264 1.177822 -0.894078 2.233411 1.187927 -0.747142 3.396676 1.432752 2.737014 0.200739 -0.448398 -0.258445 1.025223 1.901061 0.765443 -1.216745 -2.308934 -1.288159 -1.553123 -0.235926 -2.341642 -2.852283 -0.003470 -1.708441 -1.584823 0.758771 -0.806232 1.308628
2 0.685589 1 0.119876 -0.617941 -0.062506 1.428086 -0.155886 0.493668 -0.079986 -0.519042 -1.242427 -2.626725 0.256319 0.928329 0.664137 -1.236253 0.089554 -0.646978 2.088271 0.987867 0.023438 -0.975842 0.501933 -0.287290 0.372699 0.834617 0.027152 1.044536 -0.504314 -0.890650 1.530526 -1.296633 -0.645291 0.396756 0.899233 0.155925 0.556457 2.030533 0.540964 1.290764 0.706933 0.287383 -0.390930 -1.546524 0.901076 1.564623 1.373415 -0.469745 0.738096 0.212386 1.586771 0.492978 -0.411321 -1.221639 0.015040 -0.475832 0.081879 0.476894 -0.251337 0.588680 -0.880783 -1.301108 1.235809 -1.575521 -0.931505 0.066178
2 0.728200 0 0.071060 -0.092587 -0.431032 0.821987 -0.190584 -0.156825 0.636803 0.465306 1.553051 -1.627158 0.349380 0.482587 0.471707 -0.812857 -0.868426 0.440304 0.020865 0.022524 0.312780 0.436036 -0.126924 0.229944 -0.111879 0.803941 0.006625 -1.253646 -0.631996 0.090760 -0.748484 0.322887 -0.104337 -0.381812 0.825419 0.694479 0.389792 1.501852 0.573930 0.587962 1.326732 1.179321 2.164995 -0.758167 1.057261 1.173297 1.167510 0.014223 -0.018206 1.140830 -0.356811 -0.323514 -0.091875 0.057486 -0.459372 -0.116419 -0.456115 0.403699 -0.353909 -1.513574 -0.927873 -0.288322 -1.057473 -0.061120 -0.396255 -0.713907
3 0.320819 1 -2.966671 -0.033930 -0.097044 -0.016048 2.183831 -0.072049 0.832980 -1.344231 -1.523330 0.274308 -1.674780 1.956636 -2.014391 -0.808982 0.807513 1.503202 1.799906 -0.415365 -0.629565 0.276340 -0.254808 -0.655176 -0.415776 -0.746871 -0.110821 0.756372 2.196861 -0.345892 3.045396 0.971508 -2.673947 0.194823 -2.972849 0.514802 0.677953 0.603372 3.406070 0.765994 1.724523 -0.873471 -0.992423 1.101809 -1.145065 3.073063 -1.529664 0.017440 1.535850 2.425059 1.868399 -0.927265 -1.350573 -0.057207 -0.771476 -1.081448 -0.767506 -1.346299 -0.565557 0.526436 2.229286 -0.807982 3.245560 0.864575 -3.688696 0.028034
